log_file,fitness,mean_total_morning_duration,mean_wakeup_time,mean_breakfast_duration,mean_bathroom_duration,mean_dressing_duration,wake_up_frequency,mean_breakfast_frequency,mean_bathroom_frequency,mean_dressing_frequency,mean_go_out_frequency,mean_make_bed_frequency,total_breakfast_frequency,total_bathroom_frequency,total_dressing_frequency,total_go_out_frequency,total_make_bed_frequency,mean_duration_Wake_up,mean_duration_Have_breakfast,mean_duration_Go_bathroom,mean_duration_Make_bed,mean_duration_Get_dressed,mean_duration_Go_out,median_duration_Wake_up,median_duration_Have_breakfast,median_duration_Go_bathroom,median_duration_Make_bed,median_duration_Get_dressed,median_duration_Go_out,min_duration_Wake_up,min_duration_Have_breakfast,min_duration_Go_bathroom,min_duration_Make_bed,min_duration_Get_dressed,min_duration_Go_out,max_duration_Wake_up,max_duration_Have_breakfast,max_duration_Go_bathroom,max_duration_Make_bed,max_duration_Get_dressed,max_duration_Go_out
Scenario3/logNormal.xes,1.0,5544.27825,2023-05-15 19:29:54.562761984+00:00,1933.4056621263617,1210.5188570456469,1343.2115894308522,1.0,1.0,1.0,1.0,1.0,1.0,1000,1000,1000,1000,1000,299.804,1937.476496,1206.280781,451.652619,1347.613354,301.451,298.0,1918.9595,1209.9715,452.005,1345.673,302.5,200.0,1202.543,900.419,300.606,901.681,200.0,400.0,2699.36,1499.613,599.997,1798.244,400.0
