log_file,fitness,mean_total_eating_duration,eating_absence_frequency,mean_lunch_start_time,mean_dinner_start_time,mean_eat_frequency,mean_leave_frequency,mean_enter_frequency,mean_relax_frequency,mean_duration_Eat,mean_duration_Leave,mean_duration_Enter,mean_duration_Relax,median_duration_Eat,median_duration_Leave,median_duration_Enter,median_duration_Relax,min_duration_Eat,min_duration_Leave,min_duration_Enter,min_duration_Relax,max_duration_Eat,max_duration_Leave,max_duration_Enter,max_duration_Relax
Scenario2/logNormal.xes,1.0,5422.025062937062,0,2023-05-16 11:55:38.973156864+00:00,2023-05-16 18:47:25.727150592+00:00,1.4,0.8,0.6,0.2,2710.768913,117.337,119.835,5450.524583,2725.031,117.0,122.0,5465.8565,1801.342,40.0,40.0,3601.366,3598.215,200.0,200.0,7192.535
